,GM,DAY,DATE,Away,HOME,Network,Average Viewers (000),Away P2+ IMP,Home P2+ IMP,DMA_TV_Households_Millions_x,DMA_TV_Households_Millions_y,Total Viewership
3890,197,Sun,2013-11-24,DET,BRK,Regional,0.0,16.0,87.0,1.85,7.35,103.0
3891,198,Sun,2013-11-24,CHI,LAC,Regional,0.0,49.0,44.0,3.46,5.48,93.0
3892,199,Sun,2013-11-24,PHX,ORL,NBA TV,112.0,33.0,11.0,1.89,1.52,156.0
3893,200,Sun,2013-11-24,UTA,OKC,Regional,0.0,17.0,58.0,0.92,0.72,75.0
3894,201,Sun,2013-11-24,SAC,LAL,Regional,0.0,28.0,225.0,1.38,5.48,253.0
3895,202,Mon,2013-11-25,BOS,CHA,Regional,0.0,57.0,6.0,2.42,1.19,63.0
3896,203,Mon,2013-11-25,MIN,IND,Regional,0.0,45.0,45.0,1.74,1.09,90.0
3897,204,Mon,2013-11-25,MIL,DET,Regional,0.0,5.0,50.0,0.9,1.85,55.0
3898,205,Mon,2013-11-25,PHX,MIA,Regional,0.0,41.0,174.0,1.89,1.7,215.0
3899,206,Mon,2013-11-25,HOU,MEM,Regional,0.0,49.0,22.0,2.45,0.63,71.0
3900,207,Mon,2013-11-25,DEN,DAL,Regional,0.0,32.0,47.0,1.63,2.71,79.0
3901,208,Mon,2013-11-25,NOP,SAS,Regional,0.0,9.0,70.0,0.64,0.94,79.0
3902,209,Mon,2013-11-25,CHI,UTA,NBA TV,155.0,183.0,56.0,3.46,0.92,394.0
3903,210,Mon,2013-11-25,NYK,POR,Regional,0.0,163.0,79.0,7.35,1.14,242.0
3904,211,Tue,2013-11-26,BRK,TOR,Regional,0.0,111.0,0.0,7.35,2.86,111.0
3905,212,Tue,2013-11-26,LAL,WAS,NBA TV,385.0,143.0,34.0,5.48,2.48,562.0
3906,213,Tue,2013-11-26,ORL,ATL,Regional,0.0,20.0,36.0,1.52,2.41,56.0
3907,214,Tue,2013-11-26,GSW,NOP,Regional,0.0,97.0,14.0,2.49,0.64,111.0
3908,215,Wed,2013-11-27,IND,CHA,Regional,0.0,71.0,10.1,1.09,1.19,81.1
3909,216,Wed,2013-11-27,PHI,ORL,Regional,0.0,34.0,12.0,2.94,1.52,46.0
3910,217,Wed,2013-11-27,MEM,BOS,Regional,0.0,11.9,62.0,0.63,2.42,73.9
3911,218,Wed,2013-11-27,LAL,BRK,Regional,0.0,190.0,88.0,5.48,7.35,278.0
3912,219,Wed,2013-11-27,MIA,CLE,ESPN,1856.0,155.0,60.0,1.7,1.5,2071.0
3913,220,Wed,2013-11-27,CHI,DET,Regional,0.0,137.0,18.0,3.46,1.85,155.0
3914,221,Wed,2013-11-27,ATL,HOU,Regional,0.0,34.0,70.0,2.41,2.45,104.0
3915,222,Wed,2013-11-27,WAS,MIL,Regional,0.0,6.0,3.0,2.48,0.9,9.0
3916,223,Wed,2013-11-27,DEN,MIN,Regional,0.0,46.0,40.0,1.63,1.74,86.0
3917,224,Wed,2013-11-27,SAS,OKC,Regional,0.0,79.0,85.88888889,0.94,0.72,164.88888889
3918,225,Wed,2013-11-27,GSW,DAL,Regional,0.0,103.0,100.0,2.49,2.71,203.0
3919,226,Wed,2013-11-27,POR,PHX,Regional,0.0,67.0,60.0,1.14,1.89,127.0
3920,227,Wed,2013-11-27,NYK,LAC,NBA TV,316.0,222.0,156.0,7.35,5.48,694.0
3921,228,Fri,2013-11-29,MIL,CHA,Regional,0.0,3.0,8.6,0.9,1.19,11.6
3922,229,Fri,2013-11-29,SAS,ORL,Regional,0.0,53.0,19.0,0.94,1.52,72.0
3923,230,Fri,2013-11-29,MIA,TOR,Regional,0.0,171.0,0.0,1.7,2.86,171.0
3924,231,Fri,2013-11-29,DAL,ATL,Regional,0.0,57.0,35.0,2.71,2.41,92.0
3925,232,Fri,2013-11-29,CLE,BOS,Regional,0.0,41.0,80.0,1.5,2.42,121.0
3926,233,Fri,2013-11-29,LAL,DET,Regional,0.0,198.0,67.0,5.48,1.85,265.0
3927,234,Fri,2013-11-29,BRK,HOU,Regional,0.0,94.0,38.0,7.35,2.45,132.0
3928,235,Fri,2013-11-29,GSW,OKC,NBA TV,407.0,102.0,84.91666667,2.49,0.72,593.91666667
3929,236,Fri,2013-11-29,WAS,IND,Regional,0.0,18.0,65.0,2.48,1.09,83.0
3930,237,Fri,2013-11-29,NOP,PHI,Regional,0.0,13.0,45.0,0.64,2.94,58.0
3931,238,Fri,2013-11-29,NYK,DEN,Regional,0.0,187.0,80.0,7.35,1.63,267.0
3932,239,Fri,2013-11-29,PHX,UTA,Regional,0.0,42.0,30.0,1.89,0.92,72.0
3933,240,Fri,2013-11-29,LAC,SAC,Regional,0.0,141.0,37.0,5.48,1.38,178.0
3934,241,Sat,2013-11-30,ATL,WAS,Regional,0.0,19.0,22.0,2.41,2.48,41.0
3935,242,Sat,2013-11-30,CHI,CLE,Regional,0.0,129.0,52.0,3.46,1.5,181.0
3936,243,Sat,2013-11-30,BRK,MEM,NBA TV,155.0,135.0,0.0,7.35,0.63,290.0
3937,244,Sat,2013-11-30,MIN,DAL,Regional,0.0,40.0,55.0,1.74,2.71,95.0
3938,245,Sat,2013-11-30,HOU,SAS,Regional,0.0,60.0,100.0,2.45,0.94,160.0
3939,246,Sat,2013-11-30,UTA,PHX,Regional,0.0,27.5,39.0,0.92,1.89,66.5
3940,247,Sat,2013-11-30,BOS,MIL,Regional,0.0,37.0,0.0,2.42,0.9,37.0
3941,248,Sun,2013-12-1,DEN,TOR,Regional,0.0,16.0,0.0,1.63,2.86,16.0
3942,249,Sun,2013-12-1,IND,LAC,Regional,0.0,39.0,65.0,1.09,5.48,104.0
3943,250,Sun,2013-12-1,PHI,DET,Regional,0.0,6.0,38.0,2.94,1.85,44.0
3944,251,Sun,2013-12-1,GSW,SAC,Regional,0.0,72.0,26.0,2.49,1.38,98.0
3945,252,Sun,2013-12-1,CHA,MIA,Regional,0.0,0.0,133.0,1.19,1.7,133.0
3946,253,Sun,2013-12-1,MIN,OKC,Regional,0.0,39.0,68.77777778,1.74,0.72,107.77777778
3947,254,Sun,2013-12-1,NOP,NYK,Regional,0.0,9.0,230.0,0.64,7.35,239.0
3948,255,Sun,2013-12-1,POR,LAL,Regional,0.0,85.0,279.0,1.14,5.48,364.0
3949,256,Mon,2013-12-2,ORL,WAS,NBA TV,121.0,14.0,23.0,1.52,2.48,158.0
3950,257,Mon,2013-12-2,NOP,CHI,Regional,0.0,0.0,132.0,0.64,3.46,132.0
3951,258,Mon,2013-12-2,ATL,SAS,Regional,0.0,22.0,74.0,2.41,0.94,96.0
3952,259,Mon,2013-12-2,HOU,UTA,Regional,0.0,49.0,39.5,2.45,0.92,88.5
3953,260,Mon,2013-12-2,IND,POR,Regional,0.0,43.0,82.0,1.09,1.14,125.0
3954,261,Tue,2013-12-3,ORL,PHI,Regional,0.0,24.0,64.0,1.52,2.94,88.0
3955,262,Tue,2013-12-3,MIL,BOS,Regional,0.0,6.0,95.0,0.9,2.42,101.0
3956,263,Tue,2013-12-3,DEN,BRK,Regional,0.0,77.0,101.0,1.63,7.35,178.0
3957,264,Tue,2013-12-3,DET,MIA,NBA TV,526.0,95.0,221.0,1.85,1.7,842.0
3958,265,Tue,2013-12-3,PHX,MEM,Regional,0.0,47.0,24.0,1.89,0.63,71.0
3959,266,Tue,2013-12-3,CHA,DAL,Regional,0.0,9.6,77.0,1.19,2.71,86.6
3960,267,Tue,2013-12-3,OKC,SAC,Regional,0.0,63.0,40.0,0.72,1.38,103.0
3961,268,Tue,2013-12-3,TOR,GSW,Regional,0.0,0.0,131.0,2.86,2.49,131.0
3962,269,Wed,2013-12-4,DEN,CLE,Regional,0.0,41.0,61.0,1.63,1.5,102.0
3963,270,Wed,2013-12-4,LAC,ATL,Regional,0.0,111.0,45.0,5.48,2.41,156.0
3964,271,Wed,2013-12-4,PHX,HOU,Regional,0.0,49.0,52.0,1.89,2.45,101.0
3965,272,Wed,2013-12-4,DET,MIL,Regional,0.0,80.0,9.0,1.85,0.9,89.0
3966,273,Wed,2013-12-4,DAL,NOP,Regional,0.0,72.0,18.5,2.71,0.64,90.5
3967,274,Wed,2013-12-4,IND,UTA,Regional,0.0,55.0,50.0,1.09,0.92,105.0
3968,275,Wed,2013-12-4,SAS,MIN,Regional,0.0,0.0,0.0,0.94,1.74,0.0
3969,276,Wed,2013-12-4,OKC,POR,Regional,0.0,74.0,161.0,0.72,1.14,235.0
3970,277,Thu,2013-12-5,NYK,BRK,TNT,1492.0,0.0,0.0,7.35,7.35,1492.0
3971,278,Thu,2013-12-5,LAC,MEM,Regional,0.0,89.0,17.0,5.48,0.63,106.0
3972,279,Thu,2013-12-5,MIA,CHI,TNT,2091.0,91.0,0.0,1.7,3.46,2182.0
3973,280,Fri,2013-12-6,PHI,CHA,Regional,0.0,42.0,9.9,2.94,1.19,51.9
3974,281,Fri,2013-12-6,MIL,WAS,Regional,0.0,5.0,28.0,0.9,2.48,33.0
3975,282,Fri,2013-12-6,CLE,ATL,Regional,0.0,46.0,0.0,1.5,2.41,46.0
3976,283,Fri,2013-12-6,DEN,BOS,ESPN,1061.0,0.0,98.0,1.63,2.42,1159.0
3977,284,Fri,2013-12-6,ORL,NYK,Regional,0.0,23.0,214.0,1.52,7.35,237.0
3978,285,Fri,2013-12-6,GSW,HOU,Regional,0.0,73.0,37.0,2.49,2.45,110.0
3979,286,Fri,2013-12-6,OKC,NOP,Regional,0.0,74.0,3.0,0.72,0.64,77.0
3980,287,Fri,2013-12-6,TOR,PHX,Regional,0.0,0.0,42.0,2.86,1.89,42.0
3981,288,Fri,2013-12-6,UTA,POR,Regional,0.0,27.0,82.0,0.92,1.14,109.0
3982,289,Fri,2013-12-6,LAL,SAC,Regional,0.0,328.0,50.0,5.48,1.38,378.0
3983,290,Sat,2013-12-7,DEN,PHI,Regional,0.0,31.0,24.0,1.63,2.94,55.0
3984,291,Sat,2013-12-7,LAC,CLE,NBA TV,169.0,113.0,38.0,5.48,1.5,320.0
3985,292,Sat,2013-12-7,DET,CHI,Regional,0.0,29.0,172.0,1.85,3.46,201.0
3986,293,Sat,2013-12-7,GSW,MEM,Regional,0.0,75.0,14.0,2.49,0.63,89.0
3987,294,Sat,2013-12-7,MIA,MIN,Regional,0.0,113.0,40.0,1.7,1.74,153.0
3988,295,Sat,2013-12-7,BRK,MIL,Regional,0.0,81.0,2.0,7.35,0.9,83.0
3989,296,Sat,2013-12-7,IND,SAS,Regional,0.0,43.0,64.0,1.09,0.94,107.0
3990,297,Sat,2013-12-7,SAC,UTA,Regional,0.0,31.0,24.0,1.38,0.92,55.0
3991,298,Sat,2013-12-7,DAL,POR,NBA TV,223.0,49.0,161.0,2.71,1.14,433.0
3992,300,Sun,2013-12-8,MIA,DET,Regional,0.0,141.0,48.0,1.7,1.85,189.0
3993,301,Sun,2013-12-8,ORL,HOU,Regional,0.0,9.0,20.0,1.52,2.45,29.0
3994,302,Sun,2013-12-8,IND,OKC,Regional,0.0,35.0,68.0,1.09,0.72,103.0
3995,303,Sun,2013-12-8,TOR,LAL,NBA TV,691.0,0.0,607.0,2.86,5.48,1298.0
3996,299,Sun,2013-12-8,BOS,NYK,Regional,0.0,32.0,132.0,2.42,7.35,164.0
3997,304,Mon,2013-12-9,GSW,CHA,Regional,0.0,68.0,11.2,2.49,1.19,79.2
3998,305,Mon,2013-12-9,LAC,PHI,Regional,0.0,88.0,33.0,5.48,2.94,121.0
3999,306,Mon,2013-12-9,DEN,WAS,Regional,0.0,48.0,14.0,1.63,2.48,62.0
4000,307,Mon,2013-12-9,ORL,MEM,NBA TV,123.0,7.0,0.0,1.52,0.63,130.0
4001,308,Mon,2013-12-9,POR,UTA,Regional,0.0,59.0,36.0,1.14,0.92,95.0
4002,309,Mon,2013-12-9,DAL,SAC,Regional,0.0,34.0,37.0,2.71,1.38,71.0
4003,310,Tue,2013-12-10,NYK,CLE,Regional,0.0,166.0,70.0,7.35,1.5,236.0
4004,311,Tue,2013-12-10,MIA,IND,NBA TV,920.0,218.0,102.0,1.7,1.09,1240.0
4005,312,Tue,2013-12-10,SAS,TOR,Regional,0.0,58.0,0.0,0.94,2.86,58.0
4006,313,Tue,2013-12-10,OKC,ATL,Regional,0.0,70.0,41.0,0.72,2.41,111.0
4007,314,Tue,2013-12-10,BOS,BRK,Regional,0.0,101.0,129.0,2.42,7.35,230.0
4008,315,Tue,2013-12-10,MIN,DET,Regional,0.0,50.0,22.0,1.74,1.85,72.0
4009,316,Tue,2013-12-10,MIL,CHI,Regional,0.0,5.0,119.0,0.9,3.46,124.0
4010,317,Tue,2013-12-10,PHX,LAL,Regional,0.0,53.0,402.0,1.89,5.48,455.0
4011,318,Wed,2013-12-11,ORL,CHA,Regional,0.0,14.0,11.4,1.52,1.19,25.4
4012,319,Wed,2013-12-11,LAC,BOS,Regional,0.0,113.0,152.0,5.48,2.42,265.0
4013,320,Wed,2013-12-11,OKC,MEM,Regional,0.0,75.0,16.0,0.72,0.63,91.0
4014,321,Wed,2013-12-11,SAS,MIL,Regional,0.0,74.0,4.0,0.94,0.9,78.0
4015,322,Wed,2013-12-11,PHI,MIN,Regional,0.0,30.0,62.0,2.94,1.74,92.0
4016,323,Wed,2013-12-11,DET,NOP,Regional,0.0,51.0,12.0,1.85,0.64,63.0
4017,324,Wed,2013-12-11,CHI,NYK,ESPN,1506.0,96.0,177.0,3.46,7.35,1779.0
4018,325,Wed,2013-12-11,UTA,SAC,Regional,0.0,47.0,38.0,0.92,1.38,85.0
4019,326,Wed,2013-12-11,DAL,GSW,ESPN,1492.0,48.0,101.0,2.71,2.49,1641.0
4020,327,Thu,2013-12-12,LAC,BRK,TNT,1244.0,0.0,0.0,5.48,7.35,1244.0
4021,328,Thu,2013-12-12,HOU,POR,TNT,1335.0,40.0,0.0,2.45,1.14,1375.0
4022,329,Fri,2013-12-13,CHA,IND,Regional,0.0,7.5,64.0,1.19,1.09,71.5
4023,330,Fri,2013-12-13,CLE,ORL,Regional,0.0,64.0,12.0,1.5,1.52,76.0
4024,331,Fri,2013-12-13,PHI,TOR,Regional,0.0,22.0,0.0,2.94,2.86,22.0
4025,332,Fri,2013-12-13,WAS,ATL,Regional,0.0,15.0,34.0,2.48,2.41,49.0
4026,333,Fri,2013-12-13,NYK,BOS,Regional,0.0,261.0,82.0,7.35,2.42,343.0
4027,334,Fri,2013-12-13,BRK,DET,Regional,0.0,69.0,65.0,7.35,1.85,134.0
4028,335,Fri,2013-12-13,MEM,NOP,Regional,0.0,11.0,3.0,0.63,0.64,14.0
4029,336,Fri,2013-12-13,LAL,OKC,ESPN,1751.0,139.0,51.90909091,5.48,0.72,1941.90909091
4030,337,Fri,2013-12-13,CHI,MIL,Regional,0.0,168.0,7.0,3.46,0.9,175.0
4031,338,Fri,2013-12-13,MIN,SAS,Regional,0.0,54.0,70.0,1.74,0.94,124.0
4032,339,Fri,2013-12-13,UTA,DEN,Regional,0.0,40.0,45.0,0.92,1.63,85.0
4033,340,Fri,2013-12-13,SAC,PHX,Regional,0.0,57.0,49.0,1.38,1.89,106.0
4034,341,Fri,2013-12-13,HOU,GSW,ESPN,1748.0,33.0,77.0,2.45,2.49,1858.0
4035,342,Sat,2013-12-14,LAL,CHA,Regional,0.0,186.0,8.0,5.48,1.19,194.0
4036,343,Sat,2013-12-14,LAC,WAS,Regional,0.0,59.0,32.0,5.48,2.48,91.0
4037,344,Sat,2013-12-14,CLE,MIA,NBA TV,364.0,83.0,173.0,1.5,1.7,620.0
4038,345,Sat,2013-12-14,ATL,NYK,Regional,0.0,14.0,259.0,2.41,7.35,273.0
4039,346,Sat,2013-12-14,TOR,CHI,Regional,0.0,0.0,124.0,2.86,3.46,124.0
4040,347,Sat,2013-12-14,POR,PHI,Regional,0.0,58.0,34.0,1.14,2.94,92.0
4041,348,Sat,2013-12-14,MIL,DAL,Regional,0.0,0.0,55.0,0.9,2.71,55.0
4042,349,Sat,2013-12-14,SAS,UTA,Regional,0.0,65.0,30.0,0.94,0.92,95.0
4043,350,Sun,2013-12-15,HOU,SAC,Regional,0.0,30.0,28.0,2.45,1.38,58.0
4044,351,Sun,2013-12-15,MIN,MEM,Regional,0.0,33.0,0.0,1.74,0.63,33.0
4045,352,Sun,2013-12-15,POR,DET,Regional,0.0,86.0,49.0,1.14,1.85,135.0
4046,353,Sun,2013-12-15,ORL,OKC,Regional,0.0,9.0,64.0,1.52,0.72,73.0
4047,354,Sun,2013-12-15,NOP,DEN,Regional,0.0,14.0,31.0,0.64,1.63,45.0
4048,355,Sun,2013-12-15,GSW,PHX,Regional,0.0,123.0,45.0,2.49,1.89,168.0
4049,356,Mon,2013-12-16,DET,IND,Regional,0.0,34.0,60.0,1.85,1.09,94.0
4050,357,Mon,2013-12-16,LAL,ATL,Regional,0.0,166.0,30.0,5.48,2.41,196.0
4051,358,Mon,2013-12-16,MIN,BOS,NBA TV,438.0,54.0,89.0,1.74,2.42,581.0
4052,359,Mon,2013-12-16,PHI,BRK,Regional,0.0,22.0,24.0,2.94,7.35,46.0
4053,360,Mon,2013-12-16,UTA,MIA,Regional,0.0,28.0,169.0,0.92,1.7,197.0
4054,361,Mon,2013-12-16,WAS,NYK,Regional,0.0,19.0,206.0,2.48,7.35,225.0
4055,362,Mon,2013-12-16,ORL,CHI,Regional,0.0,8.0,174.0,1.52,3.46,182.0
4056,363,Mon,2013-12-16,SAS,LAC,Regional,0.0,92.0,116.0,0.94,5.48,208.0
4057,364,Tue,2013-12-17,SAC,CHA,Regional,0.0,22.0,14.9,1.38,1.19,36.9
4058,365,Tue,2013-12-17,POR,CLE,Regional,0.0,57.0,65.0,1.14,1.5,122.0
4059,366,Tue,2013-12-17,LAL,MEM,Regional,0.0,281.0,21.0,5.48,0.63,302.0
4060,367,Tue,2013-12-17,OKC,DEN,NBA TV,438.0,70.0,60.0,0.72,1.63,568.0
4061,368,Tue,2013-12-17,NOP,GSW,Regional,0.0,11.0,129.0,0.64,2.49,140.0
4062,369,Wed,2013-12-18,IND,MIA,ESPN,2775.0,41.0,146.0,1.09,1.7,2962.0
4063,370,Wed,2013-12-18,UTA,ORL,Regional,0.0,29.0,7.0,0.92,1.52,36.0
4064,371,Wed,2013-12-18,CHA,TOR,Regional,0.0,6.3,0.0,1.19,2.86,6.3
4065,372,Wed,2013-12-18,SAC,ATL,Regional,0.0,28.0,0.0,1.38,2.41,28.0
4066,373,Wed,2013-12-18,DET,BOS,Regional,0.0,60.0,112.0,1.85,2.42,172.0
4067,374,Wed,2013-12-18,WAS,BRK,Regional,0.0,43.0,64.0,2.48,7.35,107.0
4068,375,Wed,2013-12-18,NYK,MIL,Regional,0.0,203.0,5.0,7.35,0.9,208.0
4069,376,Wed,2013-12-18,POR,MIN,Regional,0.0,71.0,75.0,1.14,1.74,146.0
4070,377,Wed,2013-12-18,MEM,DAL,Regional,0.0,9.0,55.0,0.63,2.71,64.0
4071,378,Wed,2013-12-18,SAS,PHX,Regional,0.0,84.0,89.0,0.94,1.89,173.0
4072,379,Wed,2013-12-18,CHI,HOU,ESPN,1970.0,171.0,27.0,3.46,2.45,2168.0
4073,380,Wed,2013-12-18,NOP,LAC,Regional,0.0,11.0,100.0,0.64,5.48,111.0
4074,381,Thu,2013-12-19,CHI,OKC,TNT,1770.0,0.0,0.0,3.46,0.72,1770.0
4075,382,Thu,2013-12-19,SAS,GSW,TNT,1549.0,0.0,96.0,0.94,2.49,1645.0
4076,383,Fri,2013-12-20,BRK,PHI,Regional,0.0,82.0,51.0,7.35,2.94,133.0
4077,384,Fri,2013-12-20,UTA,ATL,Regional,0.0,23.0,24.0,0.92,2.41,47.0
4078,385,Fri,2013-12-20,MIL,CLE,Regional,0.0,5.0,91.0,0.9,1.5,96.0
4079,386,Fri,2013-12-20,CHA,DET,Regional,0.0,7.4,53.0,1.19,1.85,60.4
4080,387,Fri,2013-12-20,SAC,MIA,Regional,0.0,25.0,171.0,1.38,1.7,196.0
4081,388,Fri,2013-12-20,HOU,IND,ESPN,1699.0,29.0,35.0,2.45,1.09,1763.0
4082,389,Fri,2013-12-20,TOR,DAL,Regional,0.0,0.0,90.0,2.86,2.71,90.0
4083,390,Fri,2013-12-20,PHX,DEN,Regional,0.0,62.0,45.0,1.89,1.63,107.0
4084,391,Fri,2013-12-20,MIN,LAL,ESPN,1383.0,33.0,183.0,1.74,5.48,1599.0
4085,393,Sat,2013-12-21,WAS,BOS,Regional,0.0,29.0,65.0,2.48,2.42,94.0
4086,395,Sat,2013-12-21,SAC,ORL,Regional,0.0,0.0,6.0,1.38,1.52,6.0
4087,394,Sat,2013-12-21,UTA,CHA,Regional,0.0,23.0,12.3,0.92,1.19,35.3
4088,396,Sat,2013-12-21,HOU,DET,Regional,0.0,45.0,31.0,2.45,1.85,76.0
4089,397,Sat,2013-12-21,CLE,CHI,NBA TV,253.0,56.0,202.0,1.5,3.46,511.0
4090,398,Sat,2013-12-21,PHI,MIL,Regional,0.0,19.0,4.0,2.94,0.9,23.0
4091,399,Sat,2013-12-21,OKC,SAS,Regional,0.0,68.0,97.0,0.72,0.94,165.0
4092,400,Sat,2013-12-21,DAL,PHX,Regional,0.0,46.0,61.0,2.71,1.89,107.0
4093,401,Sat,2013-12-21,NOP,POR,Regional,0.0,11.0,182.0,0.64,1.14,193.0
4094,402,Sat,2013-12-21,LAL,GSW,Regional,0.0,216.0,106.0,5.48,2.49,322.0
4095,403,Sat,2013-12-21,DEN,LAC,NBA TV,283.0,41.0,60.0,1.63,5.48,384.0
4096,392,Sat,2013-12-21,MEM,NYK,Regional,0.0,19.0,158.0,0.63,7.35,177.0
4097,404,Sun,2013-12-22,BOS,IND,Regional,0.0,25.0,44.0,2.42,1.09,69.0
4098,405,Sun,2013-12-22,TOR,OKC,Regional,0.0,0.0,70.0,2.86,0.72,70.0
4099,406,Sun,2013-12-22,MIN,LAC,Regional,0.0,20.0,116.0,1.74,5.48,136.0
4100,407,Mon,2013-12-23,MIL,CHA,Regional,0.0,0.0,10.3,0.9,1.19,10.3
4101,408,Mon,2013-12-23,DET,CLE,Regional,0.0,42.0,42.0,1.85,1.5,84.0
4102,409,Mon,2013-12-23,NYK,ORL,Regional,0.0,213.0,18.0,7.35,1.52,231.0
4103,410,Mon,2013-12-23,IND,BRK,Regional,0.0,67.0,66.0,1.09,7.35,133.0
4104,411,Mon,2013-12-23,ATL,MIA,Regional,0.0,53.0,201.0,2.41,1.7,254.0
4105,412,Mon,2013-12-23,DAL,HOU,Regional,0.0,59.0,31.0,2.71,2.45,90.0
4106,413,Mon,2013-12-23,UTA,MEM,Regional,0.0,32.0,0.0,0.92,0.63,32.0
4107,414,Mon,2013-12-23,TOR,SAS,Regional,0.0,0.0,61.0,2.86,0.94,61.0
4108,415,Mon,2013-12-23,GSW,DEN,Regional,0.0,60.0,42.0,2.49,1.63,102.0
4109,416,Mon,2013-12-23,LAL,PHX,Regional,0.0,154.0,47.0,5.48,1.89,201.0
4110,417,Mon,2013-12-23,NOP,SAC,NBA TV,182.0,0.0,41.0,0.64,1.38,223.0
4111,419,Wed,2013-12-25,OKC,NYK,ABC,5451.0,0.0,0.0,0.72,7.35,5451.0
4112,420,Wed,2013-12-25,MIA,LAL,ABC,7832.0,0.0,0.0,1.7,5.48,7832.0
4113,421,Wed,2013-12-25,HOU,SAS,ESPN,3395.0,7.0,79.0,2.45,0.94,3481.0
4114,422,Wed,2013-12-25,LAC,GSW,ESPN,2730.0,69.0,95.0,5.48,2.49,2894.0
4115,418,Wed,2013-12-25,CHI,BRK,ESPN,2779.0,288.0,109.0,3.46,7.35,3176.0
4116,423,Thu,2013-12-26,ATL,CLE,Regional,0.0,23.0,92.0,2.41,1.5,115.0
4117,424,Thu,2013-12-26,MEM,HOU,TNT,1477.0,0.0,17.0,0.63,2.45,1494.0
4118,425,Thu,2013-12-26,SAS,DAL,Regional,0.0,108.0,115.0,0.94,2.71,223.0
4119,426,Thu,2013-12-26,LAC,POR,TNT,1530.0,76.0,0.0,5.48,1.14,1606.0
4120,427,Fri,2013-12-27,OKC,CHA,Regional,0.0,66.0,14.4,0.72,1.19,80.4
4121,428,Fri,2013-12-27,DET,ORL,Regional,0.0,32.0,11.0,1.85,1.52,43.0
4122,429,Fri,2013-12-27,MIL,BRK,Regional,0.0,4.0,44.0,0.9,7.35,48.0
4123,430,Fri,2013-12-27,TOR,NYK,Regional,0.0,0.0,266.0,2.86,7.35,266.0
4124,431,Fri,2013-12-27,WAS,MIN,NBA TV,226.0,13.0,0.0,2.48,1.74,239.0
4125,432,Fri,2013-12-27,DEN,NOP,Regional,0.0,22.3,12.0,1.63,0.64,34.3
4126,433,Fri,2013-12-27,LAL,UTA,Regional,0.0,201.0,43.0,5.48,0.92,244.0
4127,434,Fri,2013-12-27,MIA,SAC,Regional,0.0,156.0,86.0,1.7,1.38,242.0
4128,435,Fri,2013-12-27,PHX,GSW,Regional,0.0,56.0,138.0,1.89,2.49,194.0
4129,436,Sat,2013-12-28,CLE,BOS,Regional,0.0,26.0,67.0,1.5,2.42,93.0
4130,437,Sat,2013-12-28,BRK,IND,NBA TV,311.0,68.0,53.0,7.35,1.09,432.0
4131,438,Sat,2013-12-28,NYK,TOR,Regional,0.0,144.0,0.0,7.35,2.86,144.0
4132,439,Sat,2013-12-28,DET,WAS,Regional,0.0,16.0,45.0,1.85,2.48,61.0
4133,440,Sat,2013-12-28,CHA,ATL,Regional,0.0,7.6,42.0,1.19,2.41,49.6
4134,441,Sat,2013-12-28,DAL,CHI,Regional,0.0,46.0,69.0,2.71,3.46,115.0
4135,442,Sat,2013-12-28,NOP,HOU,Regional,0.0,12.0,49.0,0.64,2.45,61.0
4136,443,Sat,2013-12-28,DEN,MEM,Regional,0.0,46.0,13.0,1.63,0.63,59.0
4137,444,Sat,2013-12-28,MIN,MIL,Regional,0.0,53.0,5.0,1.74,0.9,58.0
4138,445,Sat,2013-12-28,PHI,PHX,Regional,0.0,39.0,52.0,2.94,1.89,91.0
4139,446,Sat,2013-12-28,MIA,POR,Regional,0.0,153.0,234.0,1.7,1.14,387.0
4140,447,Sat,2013-12-28,UTA,LAC,Regional,0.0,28.0,102.0,0.92,5.48,130.0
4141,448,Sun,2013-12-29,GSW,CLE,Regional,0.0,92.0,52.0,2.49,1.5,144.0
4142,449,Sun,2013-12-29,ATL,ORL,Regional,0.0,10.0,19.0,2.41,1.52,29.0
4143,450,Sun,2013-12-29,HOU,OKC,NBA TV,257.0,33.0,74.0,2.45,0.72,364.0
4144,451,Sun,2013-12-29,SAC,SAS,Regional,0.0,30.0,60.0,1.38,0.94,90.0
4145,452,Sun,2013-12-29,PHI,LAL,Regional,0.0,10.0,169.0,2.94,5.48,179.0
4146,453,Mon,2013-12-30,WAS,DET,Regional,0.0,29.0,21.0,2.48,1.85,50.0
4147,454,Mon,2013-12-30,CHI,MEM,NBA TV,245.0,158.0,0.0,3.46,0.63,403.0
4148,455,Mon,2013-12-30,DAL,MIN,Regional,0.0,95.0,77.0,2.71,1.74,172.0
4149,456,Mon,2013-12-30,POR,NOP,Regional,0.0,57.0,15.0,1.14,0.64,72.0
4150,457,Mon,2013-12-30,MIA,DEN,Regional,0.0,192.0,64.0,1.7,1.63,256.0
4151,458,Mon,2013-12-30,CHA,UTA,Regional,0.0,8.0,31.0,1.19,0.92,39.0
4152,459,Mon,2013-12-30,PHX,LAC,Regional,0.0,49.0,150.0,1.89,5.48,199.0
4153,460,Tue,2013-12-31,ATL,BOS,Regional,0.0,18.0,45.0,2.41,2.42,63.0
4154,461,Tue,2013-12-31,CLE,IND,Regional,0.0,28.0,21.0,1.5,1.09,49.0
4155,462,Tue,2013-12-31,GSW,ORL,Regional,0.0,97.0,6.0,2.49,1.52,103.0
